model num,web,"theta(0,0)","theta(0,1)","theta(0,2)","theta(0,3)","theta(1,0)","theta(1,1)","theta(1,2)","theta(1,3)",fibers,seed,iso
215,1.786477942,97.96826314,97.96826314,97.96826314,97.96826314,97.96826314,97.96826314,97.96826314,97.96826314,TRUE,0.5,0.5
216,1.161844642,4.403566853,4.403566853,4.403566853,4.403566853,4.403566853,4.403566853,4.403566853,4.403566853,TRUE,0.5,0.5
217,1.724413449,12.68682362,12.68682362,12.68682362,12.68682362,12.68682362,12.68682362,12.68682362,12.68682362,TRUE,0.5,0.5
218,2.961234295,16.34104475,16.34104475,16.34104475,16.34104475,16.34104475,16.34104475,16.34104475,16.34104475,TRUE,0.5,0.5
219,1.756148519,132.9615798,132.9615798,132.9615798,132.9615798,132.9615798,132.9615798,132.9615798,132.9615798,TRUE,0.5,0.5
220,1.008768975,14.31393354,14.31393354,14.31393354,14.31393354,14.31393354,14.31393354,14.31393354,14.31393354,TRUE,0.5,0.5
221,2.647948422,94.46668233,94.46668233,94.46668233,94.46668233,94.46668233,94.46668233,94.46668233,94.46668233,TRUE,0.5,0.5
222,2.066569573,124.2858715,124.2858715,124.2858715,124.2858715,124.2858715,124.2858715,124.2858715,124.2858715,TRUE,0.5,0.5
223,1.443042875,176.6204069,176.6204069,176.6204069,176.6204069,176.6204069,176.6204069,176.6204069,176.6204069,TRUE,0.5,0.5
224,1.88894097,84.49041619,84.49041619,84.49041619,84.49041619,84.49041619,84.49041619,84.49041619,84.49041619,TRUE,0.5,0.5
225,2.33554604,151.3158085,151.3158085,151.3158085,151.3158085,151.3158085,151.3158085,151.3158085,151.3158085,TRUE,0.5,0.5
226,2.318003205,152.9373116,152.9373116,152.9373116,152.9373116,152.9373116,152.9373116,152.9373116,152.9373116,TRUE,0.5,0.5
227,1.231323499,116.0459616,116.0459616,116.0459616,116.0459616,116.0459616,116.0459616,116.0459616,116.0459616,TRUE,0.5,0.5
228,1.341313347,90.31164825,90.31164825,90.31164825,90.31164825,90.31164825,90.31164825,90.31164825,90.31164825,TRUE,0.5,0.5
229,1.474970559,25.11581807,25.11581807,25.11581807,25.11581807,25.11581807,25.11581807,25.11581807,25.11581807,TRUE,0.5,0.5
230,1.839474718,57.06725071,57.06725071,57.06725071,57.06725071,57.06725071,57.06725071,57.06725071,57.06725071,TRUE,0.5,0.5
231,2.60219646,109.3149129,109.3149129,109.3149129,109.3149129,109.3149129,109.3149129,109.3149129,109.3149129,TRUE,0.5,0.5
232,2.569241353,7.811948744,7.811948744,7.811948744,7.811948744,7.811948744,7.811948744,7.811948744,7.811948744,TRUE,0.5,0.5
233,2.768119123,47.88634661,47.88634661,47.88634661,47.88634661,47.88634661,47.88634661,47.88634661,47.88634661,TRUE,0.5,0.5
234,2.783235178,68.91380235,68.91380235,68.91380235,68.91380235,68.91380235,68.91380235,68.91380235,68.91380235,TRUE,0.5,0.5
235,2.088796068,164.2379757,164.2379757,164.2379757,164.2379757,164.2379757,164.2379757,164.2379757,164.2379757,TRUE,0.5,0.5
236,1.232221158,168.3566971,31.3675062,-168.3566971,-31.3675062,168.3566971,31.3675062,-168.3566971,-31.3675062,TRUE,0.5,0.5
237,2.023339778,115.8391095,162.532292,-115.8391095,-162.532292,115.8391095,162.532292,-115.8391095,-162.532292,TRUE,0.5,0.5
238,1.55175802,80.40849881,110.5037914,-80.40849881,-110.5037914,80.40849881,110.5037914,-80.40849881,-110.5037914,TRUE,0.5,0.5
239,2.090606858,101.8981495,125.9951113,-101.8981495,-125.9951113,101.8981495,125.9951113,-101.8981495,-125.9951113,TRUE,0.5,0.5
240,2.762186688,153.0748381,106.5179131,-153.0748381,-106.5179131,153.0748381,106.5179131,-153.0748381,-106.5179131,TRUE,0.5,0.5
241,1.870795329,4.884102538,21.4736056,-4.884102538,-21.4736056,4.884102538,21.4736056,-4.884102538,-21.4736056,TRUE,0.5,0.5
242,2.192260418,151.0975577,6.569669283,-151.0975577,-6.569669283,151.0975577,6.569669283,-151.0975577,-6.569669283,TRUE,0.5,0.5
243,1.396356544,42.43077397,52.19885584,-42.43077397,-52.19885584,42.43077397,52.19885584,-42.43077397,-52.19885584,TRUE,0.5,0.5
244,1.685210931,35.01905572,81.48981405,-35.01905572,-81.48981405,35.01905572,81.48981405,-35.01905572,-81.48981405,TRUE,0.5,0.5
245,1.04339021,61.69052389,113.4971834,-61.69052389,-113.4971834,61.69052389,113.4971834,-61.69052389,-113.4971834,TRUE,0.5,0.5
246,1.070858776,10.75198374,92.09484634,-10.75198374,-92.09484634,10.75198374,92.09484634,-10.75198374,-92.09484634,TRUE,0.5,0.5
247,1.895330145,81.40826359,116.7142956,-81.40826359,-116.7142956,81.40826359,116.7142956,-81.40826359,-116.7142956,TRUE,0.5,0.5
248,2.336866556,66.72786795,23.65293566,-66.72786795,-23.65293566,66.72786795,23.65293566,-66.72786795,-23.65293566,TRUE,0.5,0.5
249,1.683067195,172.6199131,145.7154502,-172.6199131,-145.7154502,172.6199131,145.7154502,-172.6199131,-145.7154502,TRUE,0.5,0.5
250,2.254349765,106.9645549,78.82404918,-106.9645549,-78.82404918,106.9645549,78.82404918,-106.9645549,-78.82404918,TRUE,0.5,0.5
251,1.849031505,146.3664038,140.7012894,-146.3664038,-140.7012894,146.3664038,140.7012894,-146.3664038,-140.7012894,TRUE,0.5,0.5
252,1.944516421,11.451902,1.320462677,-11.451902,-1.320462677,11.451902,1.320462677,-11.451902,-1.320462677,TRUE,0.5,0.5
253,1.789153795,174.7777611,165.5883943,-174.7777611,-165.5883943,174.7777611,165.5883943,-174.7777611,-165.5883943,TRUE,0.5,0.5
254,2.956320216,112.7825559,50.32749629,-112.7825559,-50.32749629,112.7825559,50.32749629,-112.7825559,-50.32749629,TRUE,0.5,0.5
255,2.651645394,52.31626849,36.47664819,-52.31626849,-36.47664819,52.31626849,36.47664819,-52.31626849,-36.47664819,TRUE,0.5,0.5
256,2.828742472,56.7428721,8.205513708,-56.7428721,-8.205513708,56.7428721,8.205513708,-56.7428721,-8.205513708,TRUE,0.5,0.5
257,2.530614262,164.729466,51.62296627,-164.729466,-51.62296627,164.729466,51.62296627,-164.729466,-51.62296627,TRUE,0.5,0.5
258,1.221232103,92.41432791,91.12404388,-92.41432791,-91.12404388,92.41432791,91.12404388,-92.41432791,-91.12404388,TRUE,0.5,0.5
259,2.165818759,144.3531811,99.62013046,-144.3531811,-99.62013046,144.3531811,99.62013046,-144.3531811,-99.62013046,TRUE,0.5,0.5
260,2.839980468,107.8853608,73.20651789,-107.8853608,-73.20651789,107.8853608,73.20651789,-107.8853608,-73.20651789,TRUE,0.5,0.5
261,2.630870901,99.61752051,9.077306454,-99.61752051,-9.077306454,99.61752051,9.077306454,-99.61752051,-9.077306454,TRUE,0.5,0.5
262,1.931729584,50.87058388,179.6873557,-50.87058388,-179.6873557,50.87058388,179.6873557,-50.87058388,-179.6873557,TRUE,0.5,0.5
263,2.460856894,162.3903911,28.75927461,-162.3903911,-28.75927461,162.3903911,28.75927461,-162.3903911,-28.75927461,TRUE,0.5,0.5
264,1.368338955,128.7758575,10.54857994,-128.7758575,-10.54857994,128.7758575,10.54857994,-128.7758575,-10.54857994,TRUE,0.5,0.5
265,1.401788418,31.05601402,146.871328,-31.05601402,-146.871328,31.05601402,146.871328,-31.05601402,-146.871328,TRUE,0.5,0.5
266,2.208641886,161.4207955,7.96240649,-161.4207955,-7.96240649,161.4207955,7.96240649,-161.4207955,-7.96240649,TRUE,0.5,0.5
267,1.152708442,44.23146836,36.23053391,-44.23146836,-36.23053391,44.23146836,36.23053391,-44.23146836,-36.23053391,TRUE,0.5,0.5
268,1.924665303,32.23960114,169.4944896,-32.23960114,-169.4944896,32.23960114,169.4944896,-32.23960114,-169.4944896,TRUE,0.5,0.5
269,2.777200772,115.0304814,76.50122878,-115.0304814,-76.50122878,115.0304814,76.50122878,-115.0304814,-76.50122878,TRUE,0.5,0.5
270,2.735784558,93.97900313,1.393627539,-93.97900313,-1.393627539,93.97900313,1.393627539,-93.97900313,-1.393627539,TRUE,0.5,0.5
271,2.066636809,13.72574773,27.83265382,-13.72574773,-27.83265382,13.72574773,27.83265382,-13.72574773,-27.83265382,TRUE,0.5,0.5
272,2.315537291,100.252729,93.79564861,-100.252729,-93.79564861,100.252729,93.79564861,-100.252729,-93.79564861,TRUE,0.5,0.5
273,2.624178139,94.56384946,32.55875346,-94.56384946,-32.55875346,94.56384946,32.55875346,-94.56384946,-32.55875346,TRUE,0.5,0.5
274,1.499553846,76.10299291,4.703121163,-76.10299291,-4.703121163,76.10299291,4.703121163,-76.10299291,-4.703121163,TRUE,0.5,0.5
275,1.349741034,130.1214734,159.5863105,-130.1214734,-159.5863105,130.1214734,159.5863105,-130.1214734,-159.5863105,TRUE,0.5,0.5
276,2.265270724,132.6763261,97.66088636,-132.6763261,-97.66088636,132.6763261,97.66088636,-132.6763261,-97.66088636,TRUE,0.5,0.5
277,1.645701402,19.62677223,46.90190772,-19.62677223,-46.90190772,19.62677223,46.90190772,-19.62677223,-46.90190772,TRUE,0.5,0.5
278,1.784302938,38.79534639,12.08635926,-38.79534639,-12.08635926,38.79534639,12.08635926,-38.79534639,-12.08635926,TRUE,0.5,0.5
279,1.091380739,170.3491569,116.10056,-170.3491569,-116.10056,170.3491569,116.10056,-170.3491569,-116.10056,TRUE,0.5,0.5
280,1.169103234,28.48087818,43.7774031,-28.48087818,-43.7774031,28.48087818,43.7774031,-28.48087818,-43.7774031,TRUE,0.5,0.5
281,2.544981114,103.7836827,153.7957783,-103.7836827,-153.7957783,103.7836827,153.7957783,-103.7836827,-153.7957783,TRUE,0.5,0.5
282,1.623652809,149.5224753,172.5621297,-149.5224753,-172.5621297,149.5224753,172.5621297,-149.5224753,-172.5621297,TRUE,0.5,0.5
283,1.772279658,32.68296418,88.04185772,-32.68296418,-88.04185772,32.68296418,88.04185772,-32.68296418,-88.04185772,TRUE,0.5,0.5
284,1.184677648,157.5472773,52.70285337,-157.5472773,-52.70285337,157.5472773,52.70285337,-157.5472773,-52.70285337,TRUE,0.5,0.5
285,1.035199361,68.87047218,127.8977299,-68.87047218,-127.8977299,68.87047218,127.8977299,-68.87047218,-127.8977299,TRUE,0.5,0.5
286,2.647719893,47.87987682,174.0588688,-47.87987682,-174.0588688,47.87987682,174.0588688,-47.87987682,-174.0588688,TRUE,0.5,0.5
287,2.184962288,156.1660434,37.08013499,-156.1660434,-37.08013499,156.1660434,37.08013499,-156.1660434,-37.08013499,TRUE,0.5,0.5
288,1.294900812,63.09986346,147.286203,-63.09986346,-147.286203,63.09986346,147.286203,-63.09986346,-147.286203,TRUE,0.5,0.5
289,2.824416727,146.1421361,138.0479245,-146.1421361,-138.0479245,146.1421361,138.0479245,-146.1421361,-138.0479245,TRUE,0.5,0.5
290,2.325757739,98.54443632,93.45792063,-98.54443632,-93.45792063,98.54443632,93.45792063,-98.54443632,-93.45792063,TRUE,0.5,0.5
291,2.524731275,102.9209562,7.567718549,-102.9209562,-7.567718549,102.9209562,7.567718549,-102.9209562,-7.567718549,TRUE,0.5,0.5
292,1.306423673,82.49565805,133.6417612,-82.49565805,-133.6417612,82.49565805,133.6417612,-82.49565805,-133.6417612,TRUE,0.5,0.5
293,1.586881251,108.3588347,16.1418737,-108.3588347,-16.1418737,108.3588347,16.1418737,-108.3588347,-16.1418737,TRUE,0.5,0.5
294,1.878376317,20.41874991,112.4454847,-20.41874991,-112.4454847,20.41874991,112.4454847,-20.41874991,-112.4454847,TRUE,0.5,0.5
295,2.212020943,78.04662691,100.4257674,-78.04662691,-100.4257674,78.04662691,100.4257674,-78.04662691,-100.4257674,TRUE,0.5,0.5
296,1.881614114,142.0072195,94.09589786,-142.0072195,-94.09589786,142.0072195,94.09589786,-142.0072195,-94.09589786,TRUE,0.5,0.5
297,2.74651001,7.511395551,123.8812504,-7.511395551,-123.8812504,7.511395551,123.8812504,-7.511395551,-123.8812504,TRUE,0.5,0.5
298,2.364248684,63.92174334,24.95979163,-63.92174334,-24.95979163,63.92174334,24.95979163,-63.92174334,-24.95979163,TRUE,0.5,0.5
299,1.361693098,62.27307986,12.47351936,-62.27307986,-12.47351936,62.27307986,12.47351936,-62.27307986,-12.47351936,TRUE,0.5,0.5
300,1.417365997,145.3963304,61.08613266,-145.3963304,-61.08613266,145.3963304,61.08613266,-145.3963304,-61.08613266,TRUE,0.5,0.5
301,2.659701098,175.8976714,96.99144731,-175.8976714,-96.99144731,175.8976714,96.99144731,-175.8976714,-96.99144731,TRUE,0.5,0.5
302,1.83550839,126.9621326,153.1212541,-126.9621326,-153.1212541,126.9621326,153.1212541,-126.9621326,-153.1212541,TRUE,0.5,0.5
303,2.9393372,25.82001766,158.2694376,-25.82001766,-158.2694376,25.82001766,158.2694376,-25.82001766,-158.2694376,TRUE,0.5,0.5
304,1.422706493,136.8337148,131.4213644,-136.8337148,-131.4213644,136.8337148,131.4213644,-136.8337148,-131.4213644,TRUE,0.5,0.5
305,1.064622697,120.9417458,149.9775505,-120.9417458,-149.9775505,120.9417458,149.9775505,-120.9417458,-149.9775505,TRUE,0.5,0.5
306,2.5110664,125.3888141,11.03813114,-125.3888141,-11.03813114,125.3888141,11.03813114,-125.3888141,-11.03813114,TRUE,0.5,0.5
307,1.604757903,30.21769245,148.5455999,-30.21769245,-148.5455999,30.21769245,148.5455999,-30.21769245,-148.5455999,TRUE,0.5,0.5
308,2.567509432,148.2948344,155.6263129,-148.2948344,-155.6263129,148.2948344,155.6263129,-148.2948344,-155.6263129,TRUE,0.5,0.5
309,2.669272803,59.7131476,161.1884079,-59.7131476,-161.1884079,59.7131476,161.1884079,-59.7131476,-161.1884079,TRUE,0.5,0.5
310,1.078962763,38.18774605,64.62387533,-38.18774605,-64.62387533,38.18774605,64.62387533,-38.18774605,-64.62387533,TRUE,0.5,0.5
311,1.8575532,156.7799139,19.8665099,-156.7799139,-19.8665099,156.7799139,19.8665099,-156.7799139,-19.8665099,TRUE,0.5,0.5
312,1.177035247,117.3245697,155.2208789,-117.3245697,-155.2208789,117.3245697,155.2208789,-117.3245697,-155.2208789,TRUE,0.5,0.5
313,2.060778519,105.601858,9.859298924,-105.601858,-9.859298924,105.601858,9.859298924,-105.601858,-9.859298924,TRUE,0.5,0.5
314,2.365742873,11.93184064,90.20609989,-11.93184064,-90.20609989,11.93184064,90.20609989,-11.93184064,-90.20609989,TRUE,0.5,0.5
315,1.370056677,106.3902779,139.5378439,-106.3902779,-139.5378439,106.3902779,139.5378439,-106.3902779,-139.5378439,TRUE,0.5,0.5
316,2.844272943,60.3651746,175.9441497,-60.3651746,-175.9441497,60.3651746,175.9441497,-60.3651746,-175.9441497,TRUE,0.5,0.5
317,2.690294268,114.2353684,142.012596,-114.2353684,-142.012596,114.2353684,142.012596,-114.2353684,-142.012596,TRUE,0.5,0.5
318,2.411071226,134.4234675,97.59990342,-134.4234675,-97.59990342,134.4234675,97.59990342,-134.4234675,-97.59990342,TRUE,0.5,0.5
319,1.080934685,89.78497964,15.65212487,-89.78497964,-15.65212487,89.78497964,15.65212487,-89.78497964,-15.65212487,TRUE,0.5,0.5
320,1.011015353,71.19001758,135.3622125,-71.19001758,-135.3622125,71.19001758,135.3622125,-71.19001758,-135.3622125,TRUE,0.5,0.5
321,2.875468614,70.2197191,112.5228298,-70.2197191,-112.5228298,70.2197191,112.5228298,-70.2197191,-112.5228298,TRUE,0.5,0.5
322,1.200581124,166.4662638,51.2884689,-166.4662638,-51.2884689,166.4662638,51.2884689,-166.4662638,-51.2884689,TRUE,0.5,0.5
323,1.734110136,20.19233886,58.39391098,-20.19233886,-58.39391098,20.19233886,58.39391098,-20.19233886,-58.39391098,TRUE,0.5,0.5
324,2.1407896,167.4881414,44.99691297,-167.4881414,-44.99691297,167.4881414,44.99691297,-167.4881414,-44.99691297,TRUE,0.5,0.5
325,1.927130459,92.76093879,108.5413503,-92.76093879,-108.5413503,92.76093879,108.5413503,-92.76093879,-108.5413503,TRUE,0.5,0.5
326,2.322012169,84.20741149,92.78363708,-84.20741149,-92.78363708,84.20741149,92.78363708,-84.20741149,-92.78363708,TRUE,0.5,0.5
327,1.326613975,177.7537004,128.2896232,-177.7537004,-128.2896232,177.7537004,128.2896232,-177.7537004,-128.2896232,TRUE,0.5,0.5
328,2.685351743,142.2014464,136.2622979,-142.2014464,-136.2622979,142.2014464,136.2622979,-142.2014464,-136.2622979,TRUE,0.5,0.5
329,2.863165218,132.8834595,35.41391979,-132.8834595,-35.41391979,132.8834595,35.41391979,-132.8834595,-35.41391979,TRUE,0.5,0.5
330,1.030057879,92.18533227,31.51691568,-92.18533227,-31.51691568,92.18533227,31.51691568,-92.18533227,-31.51691568,TRUE,0.5,0.5
331,1.654295651,145.0177436,118.8702651,-145.0177436,-118.8702651,145.0177436,118.8702651,-145.0177436,-118.8702651,TRUE,0.5,0.5
332,2.80641496,9.280871317,177.5565799,-9.280871317,-177.5565799,9.280871317,177.5565799,-9.280871317,-177.5565799,TRUE,0.5,0.5
333,1.297373417,46.37967935,109.1714958,-46.37967935,-109.1714958,46.37967935,109.1714958,-46.37967935,-109.1714958,TRUE,0.5,0.5
334,1.503099583,102.4830801,80.15011422,-102.4830801,-80.15011422,102.4830801,80.15011422,-102.4830801,-80.15011422,TRUE,0.5,0.5
335,1.436713341,165.9994206,54.2813963,-165.9994206,-54.2813963,165.9994206,54.2813963,-165.9994206,-54.2813963,TRUE,0.5,0.5
336,2.804987068,16.3374794,107.6732083,-16.3374794,-107.6732083,16.3374794,107.6732083,-16.3374794,-107.6732083,TRUE,0.5,0.5
337,2.100838019,45.38686773,117.1455433,-45.38686773,-117.1455433,45.38686773,117.1455433,-45.38686773,-117.1455433,TRUE,0.5,0.5
338,2.274827383,133.709272,39.73604429,-133.709272,-39.73604429,133.709272,39.73604429,-133.709272,-39.73604429,TRUE,0.5,0.5
339,2.187815991,117.5118233,62.74552402,-117.5118233,-62.74552402,117.5118233,62.74552402,-117.5118233,-62.74552402,TRUE,0.5,0.5
340,1.530097651,51.91943865,171.9931185,-51.91943865,-171.9931185,51.91943865,171.9931185,-51.91943865,-171.9931185,TRUE,0.5,0.5
341,2.157919555,104.9091246,39.42082204,-104.9091246,-39.42082204,104.9091246,39.42082204,-104.9091246,-39.42082204,TRUE,0.5,0.5
342,2.380191677,58.89040571,14.40459743,-58.89040571,-14.40459743,58.89040571,14.40459743,-58.89040571,-14.40459743,TRUE,0.5,0.5
343,2.99697049,97.32441384,156.3023066,-97.32441384,-156.3023066,97.32441384,156.3023066,-97.32441384,-156.3023066,TRUE,0.5,0.5
344,1.807807932,53.16796699,48.00013291,-53.16796699,-48.00013291,53.16796699,48.00013291,-53.16796699,-48.00013291,TRUE,0.5,0.5
345,2.277571757,32.8621452,149.0164996,-32.8621452,-149.0164996,32.8621452,149.0164996,-32.8621452,-149.0164996,TRUE,0.5,0.5
346,2.787487627,9.953993326,137.5416691,-9.953993326,-137.5416691,9.953993326,137.5416691,-9.953993326,-137.5416691,TRUE,0.5,0.5
347,2.288921008,29.7670037,71.13348854,-29.7670037,-71.13348854,29.7670037,71.13348854,-29.7670037,-71.13348854,TRUE,0.5,0.5
348,1.83004,70.97629101,8.653944266,-70.97629101,-8.653944266,70.97629101,8.653944266,-70.97629101,-8.653944266,TRUE,0.5,0.5
349,2.662873305,53.66833657,45.99097896,-53.66833657,-45.99097896,53.66833657,45.99097896,-53.66833657,-45.99097896,TRUE,0.5,0.5
350,1.706043877,140.9557576,94.63681565,-140.9557576,-94.63681565,140.9557576,94.63681565,-140.9557576,-94.63681565,TRUE,0.5,0.5
351,2.583858262,75.20432214,65.13476083,-75.20432214,-65.13476083,75.20432214,65.13476083,-75.20432214,-65.13476083,TRUE,0.5,0.5
352,1.669920777,37.34807101,30.78386764,-37.34807101,-30.78386764,37.34807101,30.78386764,-37.34807101,-30.78386764,TRUE,0.5,0.5
353,2.555273944,33.71725621,18.84090903,-33.71725621,-18.84090903,33.71725621,18.84090903,-33.71725621,-18.84090903,TRUE,0.5,0.5
354,1.478717604,158.197063,61.84745578,-158.197063,-61.84745578,158.197063,61.84745578,-158.197063,-61.84745578,TRUE,0.5,0.5
355,1.526948537,176.1714531,82.07723108,-176.1714531,-82.07723108,176.1714531,82.07723108,-176.1714531,-82.07723108,TRUE,0.5,0.5
356,1.637027466,71.68979393,37.88248611,-71.68979393,-37.88248611,71.68979393,37.88248611,-71.68979393,-37.88248611,TRUE,0.5,0.5
357,2.309903606,160.128526,2.084541732,-160.128526,-2.084541732,160.128526,2.084541732,-160.128526,-2.084541732,TRUE,0.5,0.5
358,2.619198668,29.35722296,175.195223,-29.35722296,-175.195223,29.35722296,175.195223,-29.35722296,-175.195223,TRUE,0.5,0.5
359,1.155282849,5.137632423,135.4737738,-5.137632423,-135.4737738,5.137632423,135.4737738,-5.137632423,-135.4737738,TRUE,0.5,0.5
360,1.996424196,2.488864346,59.18213441,-2.488864346,-59.18213441,2.488864346,59.18213441,-2.488864346,-59.18213441,TRUE,0.5,0.5
361,2.172413277,120.0767637,32.33036844,-120.0767637,-32.33036844,120.0767637,32.33036844,-120.0767637,-32.33036844,TRUE,0.5,0.5
362,1.057005771,23.40050519,138.8709934,-23.40050519,-138.8709934,23.40050519,138.8709934,-23.40050519,-138.8709934,TRUE,0.5,0.5
363,2.892972058,65.0568833,60.06862667,-65.0568833,-60.06862667,65.0568833,60.06862667,-65.0568833,-60.06862667,TRUE,0.5,0.5
364,1.963167631,138.6131525,121.3953034,-138.6131525,-121.3953034,138.6131525,121.3953034,-138.6131525,-121.3953034,TRUE,0.5,0.5
365,1.51606453,166.8027854,67.05854737,-166.8027854,-67.05854737,166.8027854,67.05854737,-166.8027854,-67.05854737,TRUE,0.5,0.5
366,2.233974985,173.8723427,173.2895669,-173.8723427,-173.2895669,173.8723427,173.2895669,-173.8723427,-173.2895669,TRUE,0.5,0.5
367,2.418857606,76.91406148,151.4895211,-76.91406148,-151.4895211,76.91406148,151.4895211,-76.91406148,-151.4895211,TRUE,0.5,0.5
368,2.340554602,56.43028729,142.6849321,-56.43028729,-142.6849321,56.43028729,142.6849321,-56.43028729,-142.6849321,TRUE,0.5,0.5
369,2.443438602,54.77310069,115.6443075,-54.77310069,-115.6443075,54.77310069,115.6443075,-54.77310069,-115.6443075,TRUE,0.5,0.5
370,1.017840977,35.49275071,34.54632662,-35.49275071,-34.54632662,35.49275071,34.54632662,-35.49275071,-34.54632662,TRUE,0.5,0.5
371,1.632362933,88.88420804,137.0326557,-88.88420804,-137.0326557,88.88420804,137.0326557,-88.88420804,-137.0326557,TRUE,0.5,0.5
372,1.114519086,129.2998682,17.47598867,-129.2998682,-17.47598867,129.2998682,17.47598867,-129.2998682,-17.47598867,TRUE,0.5,0.5
373,1.811920757,50.27109294,105.3896333,-50.27109294,-105.3896333,50.27109294,105.3896333,-50.27109294,-105.3896333,TRUE,0.5,0.5
374,1.981142527,81.72292692,99.30658966,-81.72292692,-99.30658966,81.72292692,99.30658966,-81.72292692,-99.30658966,TRUE,0.5,0.5
375,1.738124824,56.02184855,65.44449666,-56.02184855,-65.44449666,56.02184855,65.44449666,-56.02184855,-65.44449666,TRUE,0.5,0.5
376,2.814040357,30.87791988,130.0855168,-30.87791988,-130.0855168,30.87791988,130.0855168,-30.87791988,-130.0855168,TRUE,0.5,0.5
377,1.140967952,112.1544719,30.1686551,-112.1544719,-30.1686551,112.1544719,30.1686551,-112.1544719,-30.1686551,TRUE,0.5,0.5
378,2.929276197,17.23202597,103.6513323,-17.23202597,-103.6513323,17.23202597,103.6513323,-17.23202597,-103.6513323,TRUE,0.5,0.5
